company_id,company_name,industry,working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,altman_z_score,is_bankrupt,years_to_bankruptcy
COMP_0823,Pinnacle Industries,Manufacturing,-0.2714,-0.2652,0.0006,0.0023,0.1973,0.3872,0.2218,27.3838,0.005,-0.4467,-0.0882,-2.502,-0.4964,1,4.0
COMP_0322,Alpha Services #66,Manufacturing,0.2315,0.4733,0.098,2.5593,1.1219,1.92,0.8196,1.0073,2.7988,0.047,0.0527,0.1059,3.9212,0,
COMP_0644,Premier Manufacturing #17,Retail,0.1491,0.1348,0.1158,2.1758,2.484,1.71,1.3692,1.9925,3.6428,0.0255,0.0633,0.1893,4.5391,0,
COMP_0159,Quantum Partners #463,Energy,-0.0294,0.0263,0.0709,0.7097,0.5547,0.8372,0.4963,1.0399,2.3648,0.0564,0.0313,0.0639,1.2159,0,
COMP_0978,Pioneer Dynamics #238,Energy,-0.0822,-0.3214,0.018,0.004,0.3394,0.7804,0.4856,5.0329,0.1918,-0.1876,-0.0637,-0.3842,-0.1474,1,3.0
COMP_0430,Premier Corp #347,Construction,0.2324,0.3096,0.133,2.2116,1.4971,1.6238,1.1695,2.0685,3.1485,0.0488,0.0731,0.2242,3.9753,0,
COMP_0942,Dynamic Logistics #670,Retail,-0.066,-0.1439,-0.0647,0.0049,1.4675,0.7883,0.3794,99.9286,-0.5588,-0.098,-0.1438,-5.0,0.9761,1,5.0
COMP_0463,Stellar Dynamics #382,Construction,0.2118,0.2503,0.1299,1.2918,1.0436,1.6408,1.2312,2.7962,2.7896,0.0571,0.0596,0.2263,2.852,0,
COMP_0310,Vanguard Services,Manufacturing,0.2166,0.5218,0.0794,1.529,0.9853,2.2572,2.1443,0.8206,3.8808,0.049,0.0483,0.0879,3.1551,0,
COMP_0698,Elite Manufacturing #114,Energy,-0.0345,0.1206,0.0919,0.919,0.6605,0.8667,0.588,6.8795,1.8927,0.0503,0.0333,0.262,1.6426,0,
COMP_0061,Nova Services #594,Real Estate,-0.0604,-0.0618,0.035,0.0123,0.2189,0.7695,0.4773,1.8788,0.7687,-0.0361,-0.0079,-0.0227,0.1828,0,
COMP_0885,Alpha Innovations #473,Telecommunications,-0.4796,-0.29,-0.0017,0.0043,0.6157,0.1958,0.0961,112.2724,-0.0124,-0.1851,-0.114,-5.0,-0.3691,1,2.0
COMP_0596,Premier Group #623,Telecommunications,-0.1712,0.2958,0.0548,0.5933,0.5328,0.4817,0.2778,2.2114,1.6225,0.0311,0.0166,0.0533,1.2783,0,
COMP_0768,Vanguard Innovations,Retail,0.2506,0.3263,0.2568,6.533,2.4892,3.2581,2.2328,1.9118,11.5252,0.0774,0.1926,0.5607,8.014,0,
COMP_0650,Titan Enterprises #197,Telecommunications,-0.0971,0.2513,0.0928,0.9604,0.5567,0.7394,0.6224,2.781,1.6753,0.0535,0.0298,0.1126,1.6743,0,
COMP_0651,Elite Systems #155,Retail,0.0769,0.4166,0.0978,0.8786,2.1805,1.2764,0.6076,1.2802,3.017,0.0246,0.0537,0.1224,3.7058,0,
COMP_0866,Horizon Logistics,Transportation,-0.2732,-0.2966,-0.0341,0.0061,0.472,0.5255,0.3786,56.8284,-0.2207,-0.2873,-0.1356,-5.0,-0.3801,1,2.0
COMP_0669,Pinnacle Innovations,Real Estate,-0.0797,-0.1305,0.0318,0.0355,0.2213,0.6719,0.5051,1.9787,0.5837,-0.0765,-0.0169,-0.0504,0.0692,0,
COMP_0299,Global Innovations #456,Healthcare,0.4319,0.6222,0.1334,4.4396,0.6602,4.5702,1.9988,0.5269,8.6455,0.1348,0.089,0.1359,5.1535,0,
COMP_0690,Vanguard Dynamics,Construction,0.4196,0.3698,0.0922,0.8855,1.2034,2.8615,2.2185,1.5688,2.5839,0.0388,0.0467,0.1199,3.0602,0,
COMP_0315,Quantum Logistics #506,Healthcare,0.2105,0.6061,0.1525,6.9359,0.7794,1.9519,1.2261,0.5675,7.4476,0.1308,0.1019,0.1598,6.5452,0,
COMP_0311,Omega Holdings #476,Transportation,-0.254,0.2694,0.0787,0.6282,0.8178,0.4871,0.3193,2.338,2.1375,0.041,0.0335,0.1118,1.5269,0,
COMP_0362,Titan Solutions #576,Telecommunications,-0.1382,0.2242,0.1521,3.0044,0.6023,0.4852,0.3034,3.2369,3.8868,0.1603,0.0965,0.409,3.055,0,
COMP_0480,Prime Dynamics,Manufacturing,0.3885,0.6788,0.0992,2.74,0.8993,4.5008,3.4267,0.3995,11.1737,0.0793,0.0713,0.0998,4.2871,0,
COMP_0111,Titan Innovations #229,Healthcare,0.4291,0.0087,0.0362,0.0606,0.6052,2.8121,1.8204,2.101,1.0781,0.0033,0.002,0.0062,1.2881,0,
COMP_0990,Stellar Services #333,Construction,-0.1651,-0.3429,0.0448,0.0021,0.642,0.7207,0.3153,103.0892,0.379,-0.0846,-0.0543,-5.0,0.1129,1,5.0
COMP_0487,Global Holdings #582,Financial Services,-0.0294,0.0386,0.0847,1.0399,0.41,0.9109,0.6098,4.5637,4.0056,0.1207,0.0495,0.2753,1.3324,0,
COMP_0364,Global Group,Telecommunications,0.0062,0.2392,0.1145,1.6013,0.5568,1.0165,0.6689,2.9715,4.4117,0.1259,0.0701,0.2785,2.2377,0,
COMP_0255,Alpha Manufacturing #442,Transportation,-0.1093,-0.0084,0.0306,0.0392,0.5854,0.5957,0.3633,1.416,0.9711,-0.0013,-0.0007,-0.0018,0.567,0,
COMP_0260,Stellar Group #189,Energy,0.1002,0.2702,0.0726,1.7605,0.4349,1.3663,0.952,0.6239,3.1344,0.0875,0.0381,0.0618,2.2294,0,
COMP_0803,Vanguard Ventures #420,Energy,-0.2746,-0.394,0.0236,0.0097,0.2004,0.154,0.0856,3.9451,0.3061,-0.2196,-0.044,-0.2176,-0.597,1,4.0
COMP_0678,Advanced Partners,Technology,0.451,0.2026,0.0549,0.4364,0.6568,3.6502,2.5398,0.6541,1.629,0.027,0.0177,0.0293,1.9247,0,
COMP_0495,Global Manufacturing #374,Healthcare,0.1306,0.5409,0.0839,1.5756,0.5187,1.5584,1.113,0.7563,3.9889,0.0973,0.0505,0.0886,2.655,0,
COMP_0671,Quantum Partners #4,Real Estate,-0.1612,0.1753,0.0581,0.443,0.3825,0.6067,0.4281,4.4188,2.6127,0.0711,0.0272,0.1473,0.892,0,
COMP_0378,Elite Innovations,Construction,0.3114,0.5372,0.1562,5.4131,1.2197,2.9988,1.7693,0.7683,5.1503,0.078,0.0952,0.1683,6.1088,0,
COMP_0527,Apex Industries #592,Real Estate,0.0008,-0.092,0.0151,0.0196,0.1045,1.0033,0.5815,1.747,0.6134,-0.0725,-0.0076,-0.0208,0.0385,0,
COMP_0846,Omega Dynamics #614,Technology,-0.0468,-0.2207,-0.0379,0.002,0.1814,0.8703,0.5151,106.5483,-0.3287,-0.6554,-0.1189,-5.0,-0.3075,1,5.0
COMP_0138,Apex Solutions #349,Technology,0.1319,0.3765,0.1546,3.6096,0.9652,1.3306,0.6601,1.5235,10.5293,0.112,0.1081,0.2727,4.3266,0,
COMP_0356,Omega Logistics,Real Estate,-0.1484,-0.345,0.0197,0.0113,0.1689,0.5321,0.3518,9.0,0.4336,-0.122,-0.0206,-0.2061,-0.4203,0,
COMP_0366,Advanced Corp,Energy,0.2682,0.4927,0.1344,3.8445,0.4822,2.5771,2.1818,0.9282,4.7429,0.1615,0.0779,0.1502,4.2441,0,
COMP_0943,Prime Corp #96,Real Estate,-0.3384,-0.209,-0.0066,0.0018,0.0898,0.1987,0.0857,122.0019,-0.0369,-1.5,-0.1458,-5.0,-0.6298,1,3.0
COMP_0750,Nova Logistics,Manufacturing,0.0985,0.2325,0.0988,1.8481,0.9736,1.9258,1.434,0.4889,6.2986,0.0764,0.0744,0.1107,2.8522,0,
COMP_0949,Omega Corp #384,Real Estate,-0.0725,-0.5694,0.0005,0.0031,0.05,0.703,0.2971,99.346,0.0048,-1.5,-0.0818,-5.0,-0.8307,1,1.0
COMP_0830,Quantum Ventures,Technology,0.1397,-0.3528,-0.0253,0.003,0.3934,1.6931,0.5963,2.5221,-0.6304,-0.1358,-0.0534,-0.1882,-0.0147,1,3.0
COMP_0657,Apex Innovations #101,Construction,0.4092,0.1728,0.0541,0.3151,0.9571,2.9925,1.9763,1.1024,1.8578,0.0201,0.0192,0.0404,2.0577,0,
COMP_0200,Premier Dynamics #388,Real Estate,-0.079,0.0702,0.0481,0.3185,0.2087,0.6981,0.393,1.264,1.5854,0.0679,0.0142,0.0321,0.562,0,
COMP_0214,Stellar Holdings #226,Retail,-0.0599,0.1382,0.13,1.56,2.1038,0.869,0.6485,5.8766,2.6819,0.0309,0.065,0.4472,3.5902,0,
COMP_0409,Horizon Group,Real Estate,-0.0327,-0.0949,0.0223,0.0289,0.2465,0.8476,0.5731,3.0216,0.4425,-0.0892,-0.022,-0.0884,0.1655,0,
COMP_0333,Global Systems #205,Financial Services,-0.0126,-0.0533,0.0252,0.0196,0.1745,0.967,0.6707,5.1933,0.7074,-0.0442,-0.0077,-0.0477,0.1797,0,
COMP_0209,Pioneer Innovations #93,Healthcare,-0.058,0.1365,0.0688,0.3462,0.5546,0.8885,0.6782,2.4072,2.0551,0.0497,0.0275,0.0938,1.1109,0,
COMP_0614,Apex Holdings,Financial Services,-0.0325,0.1104,0.0849,0.9971,0.3031,0.9026,0.7056,7.6058,2.823,0.1307,0.0396,0.341,1.2971,0,
COMP_0079,Summit Solutions #39,Energy,-0.2485,0.1116,0.0694,0.2844,0.5657,0.3973,0.3092,1.6416,1.3357,0.0226,0.0128,0.0338,0.8233,0,
COMP_0030,Alpha Enterprises #573,Retail,0.2133,0.1349,0.0773,3.5738,1.8004,2.4285,1.7888,0.5151,5.6403,0.0274,0.0493,0.0748,4.6446,0,
COMP_0536,Elite Systems,Manufacturing,0.1951,0.0897,0.1245,2.1713,0.8624,1.8352,1.458,1.1573,3.7416,0.0818,0.0705,0.1521,2.9357,0,
COMP_0696,Global Services #300,Healthcare,0.2822,0.3417,0.147,2.8964,0.6658,2.1847,1.3912,1.7799,3.5641,0.1292,0.086,0.239,3.7059,0,
COMP_0558,Summit Group,Telecommunications,-0.2199,0.095,0.0971,0.9346,0.5145,0.5681,0.4303,9.0,2.4794,0.0942,0.0485,0.4849,1.2648,0,
COMP_0837,United International,Telecommunications,-0.2336,-0.184,-0.0813,0.0028,0.4938,0.4681,0.2101,22.3345,-0.8365,-0.2496,-0.1232,-2.8756,-0.3106,1,2.0
COMP_0597,Premier Logistics,Energy,-0.0588,0.3473,0.0953,1.9195,0.5395,0.7988,0.6572,1.3561,3.1719,0.099,0.0534,0.1259,2.4214,0,
COMP_0166,Dynamic Group,Telecommunications,-0.0951,0.2289,0.1262,1.967,0.5092,0.734,0.4781,3.1507,4.7315,0.1402,0.0714,0.2964,2.3123,0,
COMP_0919,Global Enterprises,Healthcare,-0.1682,-0.288,-0.0553,0.0085,0.4519,0.4003,0.2224,5.6021,-0.6309,-0.2416,-0.1092,-0.7209,-0.3305,1,4.0
COMP_0496,Quantum Enterprises #220,Retail,0.1059,0.3603,0.0946,1.7082,1.5097,1.388,0.8685,1.6367,3.0375,0.0328,0.0495,0.1304,3.4785,0,
COMP_0825,Prime Solutions #351,Transportation,-0.2272,-0.5715,-0.1037,0.0067,0.6388,0.4668,0.2398,106.5908,-0.7883,-0.2926,-0.1869,-5.0,-0.7721,1,3.0
COMP_0066,Stellar Ventures,Financial Services,-0.1514,0.1051,0.0842,0.9563,0.3044,0.6346,0.3978,8.0404,2.8523,0.1398,0.0425,0.3847,1.1214,0,
COMP_0142,Global Holdings #509,Healthcare,0.3986,0.2323,0.0658,2.2583,0.5485,2.9725,2.6552,0.5097,3.7434,0.0661,0.0363,0.0548,2.9239,0,
COMP_0926,Advanced Systems #489,Real Estate,-0.5248,-0.3589,-0.008,0.0028,0.0514,0.1385,0.0645,37.1139,-0.0767,-1.5,-0.095,-3.6208,-1.1057,1,1.0
COMP_0828,Pinnacle Enterprises,Telecommunications,-0.168,-0.1744,0.0024,0.0043,0.0601,0.5235,0.1912,16.5774,0.0203,-1.5,-0.0926,-1.6279,-0.375,1,1.0
COMP_0656,Advanced Services,Energy,0.1885,0.4612,0.0945,1.8966,0.4783,2.0143,1.5855,0.5915,4.318,0.1147,0.0549,0.0873,2.8001,0,
COMP_0332,Stellar Group,Financial Services,0.0449,0.095,0.0668,0.6611,0.3556,1.135,0.6209,9.0,2.7834,0.0948,0.0337,0.3373,1.1596,0,
COMP_0665,Elite Dynamics #577,Energy,0.0815,-0.2028,0.0064,0.0314,0.7462,1.3902,0.6949,1.8936,0.1628,-0.0344,-0.0257,-0.0743,0.6,0,
COMP_0250,Titan Systems,Technology,0.4943,0.4154,0.1864,7.7531,0.8518,6.9488,4.4504,0.3924,15.8034,0.1544,0.1315,0.1831,7.2934,0,
COMP_0908,Pioneer International #677,Manufacturing,-0.2491,-0.458,-0.0115,0.0048,0.1427,0.6137,0.2274,119.9737,-0.0728,-0.956,-0.1364,-5.0,-0.8326,1,5.0
COMP_0709,Horizon Ventures #437,Retail,0.1169,-0.1434,0.0089,0.0222,1.7835,1.4498,1.2026,1.3312,0.252,-0.0101,-0.018,-0.042,1.7657,0,
COMP_0306,Dynamic Systems #82,Manufacturing,0.2498,-0.0263,0.0207,0.0461,1.0103,2.4216,1.2934,0.6595,0.8713,-0.0022,-0.0022,-0.0037,1.3692,1,5.0
COMP_0735,Dynamic Industries #334,Healthcare,0.4345,0.7013,0.0816,1.7926,0.4889,4.4544,3.0081,0.3547,8.406,0.1152,0.0563,0.0763,3.3369,0,
COMP_0976,Dynamic Solutions #61,Healthcare,-0.1048,-0.1346,-0.01,0.0049,0.5983,0.7242,0.3507,11.0152,-0.12,-0.1195,-0.0715,-0.8591,0.2542,1,5.0
COMP_0050,Vanguard Systems #341,Construction,0.3467,0.3602,0.0431,0.3272,0.7394,2.4989,2.069,1.0553,1.752,0.0207,0.0153,0.0314,1.9982,0,
COMP_0897,Summit Innovations #202,Energy,-0.3616,-0.2611,0.045,0.0059,0.3919,0.459,0.1459,16.4649,0.41,-0.1237,-0.0485,-0.8465,-0.2555,1,3.0
COMP_0003,Apex Dynamics #423,Transportation,0.0675,0.2497,0.0569,0.5719,0.9472,1.2724,0.9024,1.3847,1.8099,0.0229,0.0217,0.0517,1.9088,0,
COMP_0545,Dynamic Dynamics,Telecommunications,0.1343,0.2448,0.1394,1.2312,0.5774,1.5501,1.0036,2.8813,5.0718,0.1419,0.0819,0.318,2.2801,0,
COMP_0351,United Ventures #367,Energy,-0.175,0.1959,0.2114,2.3746,0.8821,0.631,0.4617,3.8498,4.5091,0.1361,0.1201,0.5823,3.0688,0,
COMP_0905,Advanced International #23,Retail,0.1047,-0.3117,-0.1815,0.0035,1.5591,2.7222,1.2259,1.5521,-2.8741,-0.1081,-0.1686,-0.4302,0.6515,1,5.0
COMP_0537,Pinnacle Technologies #520,Retail,0.0677,0.4808,0.1206,3.9846,1.4677,1.264,0.9226,0.9757,5.1504,0.0549,0.0805,0.1591,5.0108,0,
COMP_0345,Titan Enterprises #636,Real Estate,-0.2494,-0.0081,0.034,0.0193,0.1961,0.4415,0.3894,1.7855,0.951,-0.0066,-0.0013,-0.0036,0.0093,0,
COMP_0995,Stellar Dynamics #498,Energy,-0.5369,-0.177,-0.0036,0.0053,0.2768,0.202,0.0877,110.1529,-0.0238,-0.4403,-0.1219,-5.0,-0.624,1,5.0
COMP_0482,Alpha Dynamics #83,Telecommunications,0.063,0.1357,0.0627,0.3967,0.2105,1.2088,0.9868,5.9995,2.7638,0.1554,0.0327,0.2289,0.921,0,
COMP_0576,Omega Manufacturing,Financial Services,0.0171,-0.0322,0.0062,0.0171,0.05,1.0557,0.724,9.0,0.46,-0.1067,-0.0053,-0.0533,0.0562,0,
COMP_0034,Stellar Corp #597,Energy,-0.0255,0.0464,0.0427,0.2971,0.5146,0.9269,0.5985,1.5927,1.6254,0.0234,0.012,0.0312,0.8682,0,
COMP_0032,Pioneer Industries,Healthcare,0.0347,0.3726,0.1669,3.951,0.7142,1.1129,0.7779,1.5497,5.9959,0.1543,0.1102,0.2809,4.1989,0,
COMP_0232,Prime Technologies,Telecommunications,-0.0265,0.2831,0.095,1.5149,0.4308,0.9268,0.4742,2.356,2.6208,0.1112,0.0479,0.1608,2.0178,0,
COMP_0964,Strategic Enterprises #131,Healthcare,0.3524,-0.386,-0.0418,0.0043,0.2376,3.0019,1.3579,1.6161,-0.5808,-0.3498,-0.0831,-0.2174,-0.0151,1,1.0
COMP_0193,Summit Industries #136,Transportation,-0.1493,-0.0844,0.0344,0.0224,0.8235,0.667,0.4022,1.777,0.7978,-0.0088,-0.0073,-0.0202,0.6531,1,1.0
COMP_0334,Stellar Enterprises,Telecommunications,-0.0011,0.1749,0.0983,1.4401,0.5364,0.9961,0.706,4.4322,2.6972,0.0924,0.0496,0.2693,1.9682,0,
COMP_0004,Advanced Systems #452,Retail,0.164,0.4039,0.0968,1.4212,1.3151,1.6002,0.9353,1.3523,2.2158,0.0331,0.0435,0.1023,3.2494,0,
COMP_0205,Vanguard Partners #11,Retail,0.1642,0.4818,0.1357,3.4193,1.4655,1.8866,1.2547,0.972,5.2164,0.0612,0.0897,0.1769,4.8362,0,
COMP_0515,Premier Enterprises #180,Real Estate,-0.0092,0.1042,0.0544,0.8772,0.3149,0.9674,0.6627,1.7186,2.2409,0.082,0.0258,0.0702,1.1556,0,
COMP_0800,Advanced Holdings #650,Retail,0.3143,-0.1555,0.0065,0.027,1.3033,2.7987,1.9972,0.8122,0.3223,-0.0082,-0.0107,-0.0193,1.5004,0,
COMP_0307,Alpha Group,Financial Services,0.0193,0.095,0.0628,0.3262,0.1754,1.0591,0.8564,9.0,3.8997,0.209,0.0367,0.3665,0.7346,0,
COMP_0110,Alpha Enterprises,Construction,0.0932,0.257,0.1211,0.9924,0.848,1.2227,0.8485,2.6969,3.039,0.0683,0.0579,0.2141,2.3148,0,
COMP_0431,Vanguard Partners #611,Technology,0.4661,0.1599,0.0951,3.577,0.9334,5.6099,5.0233,0.2541,15.0517,0.0713,0.0665,0.0835,4.1766,0,
COMP_0078,United Solutions,Healthcare,0.3714,0.5785,0.1316,2.1463,0.6024,2.5133,2.1952,0.6421,5.8187,0.1377,0.0829,0.1362,3.58,0,
COMP_0085,Pioneer Industries #7,Transportation,0.1941,0.5059,0.0725,1.5825,0.5509,1.9742,1.7292,0.8777,3.2245,0.0727,0.04,0.0752,2.681,0,
COMP_0287,Titan Corp #141,Manufacturing,0.2271,0.6303,0.0728,1.6337,0.7387,3.5675,2.6938,0.5073,4.3373,0.057,0.0421,0.0634,3.1139,0,
COMP_0083,Strategic Holdings #41,Manufacturing,0.222,0.3868,0.0553,0.5531,0.6434,2.126,1.4372,0.9262,2.4704,0.0419,0.0269,0.0519,1.9655,0,
COMP_0992,Vanguard Partners,Energy,-0.0998,-0.4269,-0.0003,0.0053,0.05,0.7277,0.4228,105.3555,-0.0027,-1.5,-0.077,-5.0,-0.6653,1,1.0
COMP_0790,Elite Corp,Technology,0.1515,0.512,0.101,1.2327,0.9037,1.535,1.096,0.8242,3.8878,0.0632,0.0571,0.1042,2.875,0,
COMP_0895,Pioneer Technologies #385,Construction,-0.0681,-0.6,-0.0576,0.0053,0.6949,0.8281,0.3832,4.7624,-0.6427,-0.1732,-0.1204,-0.6936,-0.4139,1,5.0
COMP_0399,Omega Technologies,Healthcare,0.2977,0.6369,0.1974,4.639,0.8855,2.8965,2.0422,0.4916,11.1342,0.1596,0.1414,0.2109,5.5692,0,
COMP_0324,Omega Industries #45,Real Estate,-0.2214,0.029,0.0524,0.1009,0.3008,0.462,0.2964,3.0726,1.2156,0.0215,0.0065,0.0264,0.3092,0,
COMP_0520,Dynamic Innovations #29,Energy,0.0542,0.0218,0.0485,0.5791,0.5485,1.1907,0.9363,0.9811,1.75,0.0294,0.0161,0.032,1.1515,0,
COMP_0917,Horizon Manufacturing #674,Energy,-0.1001,-0.3233,-0.0413,0.0028,0.3752,0.5886,0.2241,3.0294,-0.3993,-0.3118,-0.117,-0.4714,-0.332,1,4.0
COMP_0923,Quantum Services #304,Retail,-0.1861,-0.2096,-0.0519,0.0093,0.915,0.4264,0.2894,3.1306,-0.5057,-0.1377,-0.126,-0.5203,0.2326,1,1.0
COMP_0006,Titan Enterprises #200,Telecommunications,0.0132,0.2469,0.1984,1.6331,0.6177,1.0584,0.58,2.8471,5.6706,0.2014,0.1244,0.4786,2.6139,0,
COMP_0732,Strategic Services #486,Retail,0.3301,0.1206,0.0656,0.6057,1.7236,2.6936,1.7559,1.3721,1.5831,0.0102,0.0176,0.0417,2.8685,0,
COMP_0466,Titan Dynamics #310,Real Estate,-0.1391,-0.0064,0.0371,0.0154,0.3462,0.5157,0.2616,2.857,0.9672,-0.0029,-0.001,-0.0039,0.3018,0,
COMP_0098,Premier Ventures #313,Transportation,0.0578,0.0347,0.0441,0.0742,0.7979,1.2109,0.8668,1.8656,1.1059,0.004,0.0032,0.0091,1.1058,1,4.0
COMP_0267,Dynamic Innovations #534,Retail,-0.2232,0.2526,0.1042,1.2661,2.6553,0.4939,0.3762,2.7611,3.9222,0.0216,0.0573,0.2156,3.8448,0,
COMP_0358,Nova Technologies,Telecommunications,0.1123,0.2221,0.0917,0.7216,0.5354,2.4652,1.7681,3.2776,2.3193,0.0811,0.0434,0.1856,1.7165,0,
COMP_0869,Nova Innovations,Retail,-0.2225,-0.6,-0.1401,0.0071,1.1107,0.4601,0.1976,8.0977,-1.8254,-0.1569,-0.1742,-1.5851,-0.4545,1,3.0
COMP_0799,Quantum Industries,Financial Services,0.1048,0.1368,0.0707,0.9444,0.3528,1.3602,1.0077,5.9435,2.632,0.0994,0.0351,0.2434,1.4701,0,
COMP_0381,Global Solutions #113,Technology,0.4631,0.1467,0.052,0.7977,0.4977,4.173,2.4557,0.7519,3.1339,0.0544,0.027,0.0474,1.909,0,
COMP_0632,Quantum Industries #362,Financial Services,-0.0671,-0.0617,0.0218,0.0189,0.1231,0.7131,0.5464,5.6793,0.6871,-0.0622,-0.0077,-0.0511,0.0395,0,
COMP_0382,Pioneer Innovations #465,Real Estate,-0.009,-0.0192,0.0371,0.0185,0.2325,0.94,0.6275,4.2374,0.892,-0.0138,-0.0032,-0.0168,0.3283,0,
COMP_0491,Dynamic Corp,Real Estate,-0.2389,0.1134,0.0399,0.2511,0.307,0.3969,0.2725,2.2521,1.3378,0.029,0.0089,0.029,0.4615,0,
COMP_0119,Pinnacle Technologies #481,Healthcare,0.3777,0.6845,0.0751,4.1181,0.3825,3.529,2.2701,0.3879,5.7136,0.1246,0.0477,0.0662,4.5126,0,
COMP_0901,Strategic Group #51,Technology,0.0215,-0.4444,-0.0072,0.011,0.05,1.0891,0.593,1.5374,-0.1163,-1.0915,-0.0546,-0.1385,-0.5636,1,1.0
COMP_0251,Pioneer Systems #174,Manufacturing,-0.0485,0.1352,0.1266,3.0434,0.802,0.8752,0.4991,1.3425,5.3647,0.0999,0.0801,0.1876,3.1771,0,
COMP_0524,Stellar Partners #213,Telecommunications,-0.1091,0.2093,0.089,0.8858,0.5117,0.6801,0.5784,3.5384,3.001,0.0864,0.0442,0.2007,1.4989,0,
COMP_0010,Strategic Technologies #147,Technology,0.5378,-0.0937,0.0022,0.0453,0.3019,7.9776,6.6874,0.3435,0.1687,-0.0293,-0.0088,-0.0119,0.8504,0,
COMP_0197,United Partners,Financial Services,-0.0061,0.095,0.0638,0.3846,0.2724,0.9774,0.5302,9.0,1.547,0.0692,0.0188,0.1884,0.8396,0,
COMP_0604,Horizon Solutions #167,Manufacturing,0.0338,0.0119,0.0467,0.0265,0.9501,1.0972,0.7603,3.6366,1.0146,0.0005,0.0005,0.0023,1.1773,1,3.0
COMP_0082,Summit Industries #548,Retail,-0.0114,-0.2848,0.0134,0.0332,1.3878,0.975,0.7531,2.2123,0.4199,-0.0106,-0.0148,-0.0474,1.0396,0,
COMP_0784,Pioneer Corp,Manufacturing,0.144,0.4635,0.1481,3.2972,0.8319,1.6199,1.2861,1.0495,7.051,0.1191,0.0991,0.2031,4.1206,0,
COMP_0588,Prime Solutions #194,Technology,0.4684,0.5642,0.1791,3.9047,0.6376,3.4935,2.1849,0.6838,7.9686,0.1975,0.126,0.2121,4.9236,0,
COMP_0798,Advanced Corp #34,Retail,-0.0314,0.0625,0.0998,0.9734,2.3777,0.9033,0.6504,1.3905,2.739,0.021,0.0499,0.1193,3.3407,0,
COMP_0240,Advanced Manufacturing #401,Transportation,0.0965,0.0117,0.0494,0.2425,0.9205,1.4212,1.1656,2.4191,1.3151,0.0089,0.0081,0.0279,1.3614,1,2.0
COMP_0291,Apex Ventures #184,Telecommunications,-0.0595,0.1831,0.0819,0.382,0.3841,0.8659,0.5696,4.187,2.1506,0.0864,0.0332,0.1721,1.0686,0,
COMP_0212,Summit Partners #317,Construction,0.3381,0.4432,0.1617,3.7119,1.3369,3.2643,2.6384,1.1436,6.7366,0.0836,0.1118,0.2397,5.124,0,
COMP_0718,Advanced International #335,Retail,0.0061,0.0574,0.0629,0.2264,2.0485,1.0221,0.7077,1.9822,1.3604,0.0057,0.0117,0.0349,2.4798,0,
COMP_0360,Pioneer Services #460,Construction,0.4039,0.3808,0.1343,3.1713,1.3623,3.0414,2.0242,1.4946,4.3117,0.0616,0.0839,0.2093,4.7261,0,
COMP_0450,Elite Manufacturing #55,Healthcare,0.261,0.4861,0.1329,2.3047,0.7841,2.1216,1.3743,0.9202,8.1124,0.1244,0.0976,0.1874,3.599,0,
COMP_0228,Omega Enterprises,Energy,0.2678,0.5709,0.0965,2.0343,0.4321,2.7864,1.9867,0.4568,5.7794,0.1298,0.0561,0.0817,3.092,0,
COMP_0951,Alpha Technologies #122,Technology,-0.1787,-0.1544,-0.0075,0.0056,0.05,0.6613,0.3287,105.9935,-0.0549,-1.5,-0.1189,-5.0,-0.4022,1,2.0
COMP_0947,Titan Industries #206,Real Estate,-0.3055,-0.4213,-0.0202,0.0055,0.1264,0.227,0.074,104.0589,-0.2038,-0.6393,-0.0808,-5.0,-0.8932,1,2.0
COMP_0797,Alpha Solutions #644,Real Estate,-0.1577,0.0198,0.0365,0.1391,0.244,0.4912,0.3669,2.5187,1.2127,0.0202,0.0049,0.0174,0.2863,0,
COMP_0502,Quantum Industries #408,Transportation,0.0912,0.1774,0.0772,0.6194,0.8148,1.3977,0.8492,1.8566,2.142,0.0378,0.0308,0.088,1.7991,0,
COMP_0465,Strategic Holdings #673,Technology,0.3672,0.3237,0.1635,3.256,0.7373,2.2857,1.9743,1.0784,8.6783,0.1546,0.114,0.2368,4.1242,0,
COMP_0363,United Industries,Healthcare,0.4248,0.55,0.1371,2.5336,0.9339,3.6849,2.6405,0.7272,8.0902,0.089,0.0832,0.1436,4.1864,0,
COMP_0469,Pioneer Innovations #343,Manufacturing,-0.0094,-0.0467,0.0187,0.0169,0.8223,0.9515,0.5215,1.346,0.5198,-0.0166,-0.0136,-0.032,0.8177,0,
COMP_0936,Summit Systems #292,Real Estate,-0.3781,-0.4162,-0.0372,0.0071,0.2109,0.3365,0.0923,111.3478,-0.4392,-0.4352,-0.0918,-5.0,-0.9439,1,3.0
COMP_0429,Elite Enterprises #320,Technology,0.4001,0.4332,0.1492,8.3578,0.9121,6.2879,4.8922,0.3445,11.1779,0.1222,0.1114,0.1498,7.5057,0,
COMP_0008,Nova Services #606,Transportation,-0.0015,0.3089,0.0465,0.5077,0.4351,0.9956,0.6511,2.0757,2.074,0.0401,0.0175,0.0537,1.3238,1,5.0
