working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,is_insolvent,company_id,company_name,industry,company_size,economic_cycle
-0.0867,-0.1774,-0.1445,0.6993,0.5498,0.5602,0.5916,4.1982,1.6293,-0.0523,-0.0342,-0.0501,1,COMP_05710,Dynamic Bio Corp,Retail,enterprise,contraction
-0.1194,0.1112,-0.0143,0.7221,0.5156,0.9267,1.2691,1.7741,0.9914,0.0232,-0.004,-0.2555,1,COMP_04976,Crown Partners SA,Semiconductors,small,expansion
-0.0276,-0.1954,-0.0484,0.8353,0.7009,1.0597,0.6341,4.8508,0.9216,-0.0864,-0.095,-0.2968,1,COMP_07301,Vista Enterprises Holdings,Insurance,large,peak
0.0517,0.0725,0.0827,1.252,0.7458,1.2051,0.7536,1.1092,1.6694,-0.0376,0.0654,0.144,0,COMP_08149,Crown Brands Holdings,Mining,large,peak
0.1815,0.1716,0.0104,0.7676,0.4537,1.4828,0.6125,1.2998,5.7726,0.0605,0.0193,0.0103,0,COMP_02834,Pioneer Devices PLC,Entertainment,small,trough
0.04,0.2407,0.1053,0.5,0.9336,1.2311,0.5929,2.75,5.0937,0.0396,0.0182,0.0704,0,COMP_03132,Vista Works SA,Banking,small,contraction
0.1049,0.1798,0.0857,1.4971,1.2188,1.6327,1.086,0.8931,5.1683,0.0635,0.0844,0.2142,0,COMP_01311,Delta Bio SA,Energy,medium,peak
0.0009,0.0883,0.1,0.6623,0.9857,0.9287,1.1577,2.6856,3.7845,-0.0114,0.0039,0.0201,0,COMP_08651,Dynamic Group PLC,Oil & Gas,medium,contraction
-0.0213,-0.1153,0.06,0.8318,0.7618,1.1118,0.426,4.2118,1.3674,0.0143,-0.0149,-0.0347,1,COMP_06775,Omega Products Co,Construction,medium,contraction
0.01,-0.0225,-0.0966,1.4,0.7812,0.9255,0.8944,4.0132,1.3726,0.0143,-0.0476,-0.1349,1,COMP_06757,Apex Works Group,E-Commerce,micro,contraction
0.3924,0.339,0.0766,2.766,0.842,1.3496,0.9929,0.717,4.1375,0.0651,0.041,0.0656,0,COMP_00621,Strategic Products SA,Software,medium,contraction
0.1319,0.2004,0.0373,1.2639,1.8499,1.7151,0.7865,1.1304,3.7676,0.062,0.0431,0.09,0,COMP_02702,Royal Ventures Group,Entertainment,large,expansion
0.1291,0.2335,0.0279,1.1886,0.9547,1.1997,0.8014,1.318,7.8279,0.0678,0.05,0.1208,0,COMP_02200,Omega Group LLC,Oil & Gas,medium,contraction
0.12,-0.2111,-0.0771,0.6415,0.6906,1.3569,0.6911,2.8457,0.2585,-0.1332,-0.0286,-0.1116,1,COMP_06197,Global Pharma International,Energy,micro,expansion
0.1758,-0.0773,-0.0057,0.4248,0.8161,1.3219,0.6962,3.68,1.4355,0.0326,0.0078,0.0133,0,COMP_08825,Sigma Labs Co,REIT,medium,trough
0.0348,0.1193,0.0647,0.6303,0.3,1.567,1.1052,1.1353,2.2717,0.056,0.0631,0.1041,0,COMP_01047,Omega Industries Ltd,Telecommunications,micro,peak
0.0418,-0.0031,-0.0089,0.9162,0.5569,1.0077,0.8139,5.4118,1.5863,-0.0382,-0.0438,-0.0868,1,COMP_05769,Vertex Retail Holdings,Utilities,small,expansion
-0.0575,-0.0066,-0.0259,1.4128,0.4801,1.3464,0.5185,1.4412,2.2607,0.0349,0.044,0.024,0,COMP_09948,Pioneer Med Corp,E-Commerce,micro,contraction
0.0294,0.046,0.0411,1.0397,0.3611,1.6375,0.4501,1.6014,2.4158,-0.0144,-0.0139,0.032,0,COMP_09020,Atlantic Power LLC,Manufacturing,medium,expansion
0.1768,0.175,0.0751,2.5661,0.6747,1.4174,0.7721,0.8364,1.5085,0.1085,0.0646,0.0757,0,COMP_00744,Delta Networks Ltd,Media,small,expansion
0.2148,0.3448,0.0453,2.0274,1.7368,1.8798,1.6099,0.7186,6.0555,0.0765,-0.0214,0.097,0,COMP_00223,Pioneer Management LLC,Agriculture,large,peak
0.09,0.2288,0.0168,1.5958,0.3,0.9312,0.7321,2.058,5.2732,0.0466,0.0204,0.0191,0,COMP_03150,Vertex Systems International,REIT,micro,contraction
0.1575,0.3367,0.0473,0.9847,1.8016,1.7259,1.246,1.6795,5.8741,0.0527,0.0889,0.0183,0,COMP_00626,Zenith Trade Co,REIT,large,peak
-0.0382,0.1205,-0.0807,1.316,0.6878,1.218,0.9763,1.1878,2.5274,-0.0706,0.0284,0.0395,0,COMP_09335,Dynamic Group SA,E-Commerce,medium,expansion
0.0487,-0.0867,-0.0016,0.4463,0.5921,0.9524,0.3254,1.9227,1.1607,-0.0607,0.0109,-0.1667,1,COMP_07567,Nova Logistics Inc,Media,small,contraction
0.12,0.0481,0.06,0.5288,0.6072,0.5259,0.3118,3.0403,2.435,-0.0306,0.0004,-0.0762,1,COMP_04583,Prime Capital Corp,Renewable Energy,enterprise,contraction
0.12,0.1025,-0.0075,0.4714,0.6362,0.7603,0.3651,1.2168,2.5192,0.0021,-0.0193,-0.2486,1,COMP_05712,National Retail Inc,Semiconductors,small,expansion
0.1664,0.1662,0.0871,1.3441,0.3,0.847,0.425,1.7374,1.5,0.0192,-0.0011,0.044,0,COMP_03285,Innovative Associates Holdings,E-Commerce,micro,trough
-0.0974,-0.207,0.0378,1.0885,0.7139,1.0295,0.6954,1.9965,0.05,0.0263,0.0229,-0.2826,1,COMP_07586,Titan Enterprises SA,Biotechnology,large,peak
0.08,0.2269,-0.0007,1.1077,0.6418,1.1777,1.1479,2.5504,0.7321,0.0212,0.0268,0.0187,0,COMP_09647,Advanced Components LLC,Retail,micro,expansion
0.0289,0.554,0.0454,0.9151,1.7044,1.7322,1.5309,1.2298,2.0109,0.0401,0.0096,0.0515,0,COMP_01531,United Networks International,Airlines,medium,peak
0.0722,0.0916,-0.0721,1.182,0.8476,1.1952,1.0628,1.2578,0.4,-0.0213,-0.0175,-0.0825,1,COMP_09686,Quantum Instruments PLC,Hospitality,enterprise,peak
0.0753,0.2107,0.105,2.3239,0.8682,1.1803,0.6518,0.5433,4.0759,0.0457,0.0437,0.0487,0,COMP_00354,Nexus Bio Inc,Healthcare,small,contraction
0.0824,0.2282,0.0326,2.5738,0.754,2.2018,1.5148,0.8356,2.5115,0.0432,0.0068,0.0388,0,COMP_02475,Legacy Enterprises Holdings,Hospitality,medium,expansion
0.0653,0.0618,-0.0096,1.2923,0.911,0.892,1.3781,1.493,0.4,-0.0033,-0.0402,-0.0886,1,COMP_08014,Core Manufacturing Inc,Hospitality,micro,expansion
-0.0639,-0.0,-0.0714,0.4941,0.4343,0.6642,0.287,6.8123,0.5171,-0.0246,-0.0241,-0.0371,1,COMP_06476,Titan Consulting Co,Real Estate,medium,trough
-0.0694,-0.0099,-0.0261,0.6836,0.4616,0.9443,0.5443,7.2811,1.4959,0.0143,-0.0387,-0.0081,1,COMP_06450,Summit Manufacturing Ltd,REIT,medium,contraction
0.3275,0.1028,0.0219,1.3701,0.6103,1.5448,0.9686,0.9887,5.1929,0.0641,0.0651,0.191,0,COMP_00240,Core Logistics International,Semiconductors,small,peak
0.0913,0.2772,0.0137,0.6494,1.1521,1.3448,0.894,1.6342,1.5,0.0229,0.0257,0.1007,0,COMP_02626,Innovative Trade SA,REIT,medium,contraction
0.2028,0.231,0.0146,0.9413,0.3163,1.245,0.5222,1.5028,1.335,-0.0189,0.0377,0.0191,1,COMP_09787,Dynamic Med SA,Agriculture,micro,contraction
-0.1747,-0.0656,0.0135,1.1441,0.695,0.5546,0.7074,2.6807,1.867,-0.0264,-0.017,-0.0531,1,COMP_07199,Peak Brands Group,Pharmaceuticals,medium,contraction
0.0466,0.0859,0.0557,0.6951,0.5789,0.7827,0.3588,4.357,0.8073,0.0109,-0.0273,-0.0943,1,COMP_07693,Elite Digital Holdings,Transportation,small,trough
0.1268,0.1288,0.1734,3.3487,0.7517,1.032,0.8327,0.6682,7.5809,0.0598,0.0712,0.0983,0,COMP_02998,Heritage Brands International,Software,small,trough
0.0935,-0.095,-0.0068,1.031,0.5236,0.2759,0.6746,2.1905,2.6031,0.0117,-0.0064,-0.0503,1,COMP_06441,Core Power Group,Technology,micro,trough
-0.2674,-0.175,0.06,1.1547,0.9893,1.129,0.5914,2.7934,2.1527,-0.0299,-0.0932,-0.1523,1,COMP_04563,Pacific Logistics LLC,Retail,medium,peak
0.0191,-0.0828,0.092,1.8602,1.0273,1.7033,0.8533,0.8385,3.0229,0.048,0.0348,0.096,0,COMP_08615,Crown Brands Corp,Pharmaceuticals,micro,contraction
0.217,0.5132,0.0369,1.9962,1.4503,1.7517,0.8028,0.6318,4.2801,0.0752,0.0603,0.0992,0,COMP_01480,Delta Holdings Inc,Construction,large,expansion
0.1745,0.221,0.0608,1.0457,0.3,1.3792,0.9121,0.4904,1.6121,0.0025,0.0026,0.0815,0,COMP_01019,Dynamic Instruments Group,Agriculture,micro,expansion
0.2419,0.0627,0.066,1.489,0.9772,1.5439,0.5798,1.1601,5.0339,0.064,0.0543,0.1267,0,COMP_03095,Global Retail LLC,Mining,medium,trough
-0.009,0.15,0.0547,0.8955,0.5672,1.0656,0.457,3.9227,0.7263,-0.0138,0.0062,-0.0277,1,COMP_06183,Nova Logistics SA,Agriculture,medium,trough
-0.0086,0.0983,-0.0114,1.011,0.2492,1.0363,0.4844,3.1336,1.5625,-0.0368,-0.0374,-0.1561,1,COMP_04961,American Ventures Co,Consumer Goods,enterprise,expansion
0.1124,0.108,-0.1,1.0015,0.6406,1.4128,0.27,2.7521,1.547,0.0019,0.0288,0.096,0,COMP_08493,Alpha Holdings Corp,Entertainment,small,contraction
0.0829,0.2399,0.047,1.8354,1.0804,1.1499,1.0057,1.4945,1.5,0.0016,0.015,0.0151,0,COMP_01104,Sterling Tech Group,Retail,medium,trough
-0.013,-0.164,0.06,0.5324,0.5931,0.925,0.3012,4.4543,1.5521,-0.0775,-0.0637,-0.0997,1,COMP_06082,Peak Manufacturing Group,Entertainment,large,contraction
-0.18,-0.0608,-0.0583,0.9343,0.564,0.605,0.466,2.1972,0.5751,-0.0092,0.038,0.1103,0,COMP_09526,Alpha Labs Inc,Airlines,micro,expansion
0.0971,-0.0156,0.0065,1.3358,0.4726,0.7863,0.0923,5.8126,0.05,-0.0181,0.037,-0.1824,1,COMP_05191,Eagle Resources Group,Airlines,small,expansion
0.0571,0.2254,0.0433,1.0212,0.34,1.8086,0.9018,2.5335,1.5748,0.026,0.0231,0.0476,0,COMP_04182,Zenith Analytics Group,REIT,small,contraction
-0.1033,-0.2668,-0.001,0.5069,0.4523,1.0971,0.0627,5.483,0.8618,0.0117,-0.0569,-0.098,1,COMP_04468,Phoenix Works Group,Airlines,medium,trough
0.17,0.1127,0.008,1.6747,0.3156,1.1085,0.787,1.0022,1.5,0.0952,0.0115,0.0875,0,COMP_01627,Heritage Associates International,Manufacturing,micro,expansion
-0.1474,-0.0409,-0.0618,0.3483,0.7141,0.288,0.4855,6.058,0.7486,-0.0308,-0.1309,-0.1363,1,COMP_06718,Royal Networks International,REIT,medium,peak
0.0723,0.2511,0.1022,0.5701,0.9974,1.2952,1.0643,1.4959,5.5899,0.0308,0.044,0.0451,0,COMP_03799,Frontier Pharma LLC,Telecommunications,medium,contraction
0.1801,0.2504,0.0179,1.003,0.4018,1.3489,1.0067,1.2952,3.654,0.0179,0.0087,-0.0169,0,COMP_03054,Atlantic Systems Group,Hospitality,small,contraction
0.1453,0.1719,0.072,0.5,0.5066,1.4414,1.5204,2.1617,1.5,0.1038,0.025,0.1795,0,COMP_02868,Royal Components Holdings,Real Estate,small,expansion
0.1127,0.0091,0.0741,0.6569,0.8823,1.3799,0.5554,1.9762,3.5498,0.0484,0.0194,0.0897,0,COMP_01433,Sterling Retail Holdings,Automotive,small,contraction
-0.0728,-0.0555,-0.0503,0.9431,0.5774,0.8707,0.7163,3.3783,1.5759,-0.0622,-0.0494,0.0473,1,COMP_07984,Peak Dynamics International,Logistics,small,contraction
0.1927,0.1514,0.0145,0.8918,1.1339,0.9324,0.4777,0.909,2.1628,0.0024,-0.0022,-0.0017,1,COMP_09347,Phoenix Instruments Ltd,E-Commerce,micro,trough
-0.0043,-0.15,0.0339,1.2556,0.7396,1.5023,0.3987,1.0202,1.085,-0.0382,-0.03,0.092,0,COMP_09420,Paramount Commerce LLC,Entertainment,micro,contraction
0.0302,0.2183,0.03,0.6351,1.4048,1.0954,0.6556,1.5328,1.5,-0.0076,0.034,-0.0112,0,COMP_04077,Summit Pharma LLC,Hospitality,medium,contraction
0.2433,0.2555,0.0287,0.71,0.5596,0.9639,0.7149,1.0679,1.5,0.0451,0.0076,0.0373,0,COMP_00218,Elite Corp Holdings,Transportation,small,contraction
0.1006,0.2296,0.0468,0.8201,0.7257,1.383,0.55,1.1239,3.0454,0.0432,0.0881,0.087,0,COMP_03556,Premier Resources LLC,Mining,small,expansion
-0.0165,0.0433,0.06,0.5526,0.5838,0.3931,0.7511,4.0008,1.428,-0.0593,-0.004,-0.0094,1,COMP_07937,Freedom Med Co,Renewable Energy,medium,contraction
0.22,-0.0581,-0.0625,0.7286,0.7269,1.2448,0.3178,3.52,4.0195,0.0206,0.0038,0.026,0,COMP_08422,Advanced Med Holdings,Financial Services,small,contraction
0.1254,0.312,-0.0152,1.8185,1.253,0.841,0.4996,1.2597,1.5,0.0537,0.0126,0.0138,0,COMP_01035,National Networks Corp,Retail,medium,contraction
0.1744,0.1648,0.0334,0.5883,0.3201,1.0739,0.5528,1.2534,3.4688,0.0455,0.041,0.0123,0,COMP_03774,American Industries Holdings,Logistics,micro,peak
0.1054,0.2712,0.0788,1.7631,2.428,1.442,0.9356,0.7983,5.8865,0.0442,0.0327,0.0204,0,COMP_04133,Freedom Energy Co,Logistics,enterprise,trough
0.2323,0.2455,0.086,2.2638,0.56,0.765,0.8509,1.1393,5.7544,0.0246,0.0007,0.0272,0,COMP_02336,Zenith Retail Holdings,Media,micro,trough
-0.027,-0.0696,0.0079,0.8054,0.6691,0.6702,0.4306,8.3212,0.8014,-0.0701,-0.0552,-0.121,1,COMP_06493,Paramount Systems Inc,Insurance,large,contraction
0.1527,0.1871,0.0516,0.682,0.3,0.81,0.5971,1.5845,1.5464,0.0352,0.0292,0.0861,0,COMP_01483,Pinnacle Associates Group,Telecommunications,micro,contraction
0.0689,0.2643,0.0159,0.6376,0.3458,1.042,1.5781,2.75,2.7243,0.0255,0.0443,-0.0178,0,COMP_00907,Quantum Resources Ltd,Banking,micro,contraction
0.0089,0.0296,0.0069,0.5701,0.4488,1.0408,0.3523,1.3844,1.6589,-0.0179,-0.0326,-0.0732,1,COMP_06089,Premier Group Co,Manufacturing,medium,contraction
0.0664,-0.0165,-0.0212,1.3494,0.8189,0.928,0.5447,4.4551,1.7563,-0.045,-0.0402,-0.132,1,COMP_06467,Zenith Logistics Corp,Renewable Energy,medium,trough
0.0142,-0.0862,-0.0143,0.5983,0.4405,0.7003,0.4581,4.7141,0.1592,-0.0407,0.0026,-0.0656,1,COMP_05677,Frontier Enterprises SA,Automotive,large,contraction
0.1568,0.3191,0.1289,1.4794,0.8412,0.9635,0.8036,1.109,2.868,0.0868,0.0497,0.1124,0,COMP_02771,Apex Services Holdings,Mining,small,contraction
0.3874,0.2043,0.1199,2.6197,1.6409,1.4251,1.2723,0.1972,5.1528,0.0522,0.0713,0.1312,0,COMP_01806,Innovative Logistics Group,Healthcare,large,contraction
-0.0033,0.0748,-0.0472,0.6418,0.8354,0.5727,0.4553,1.9529,1.8933,0.013,-0.0359,-0.0706,1,COMP_07375,Elite Services Corp,Pharmaceuticals,small,contraction
0.107,0.276,0.0028,0.8748,0.7631,1.2276,1.2125,1.2616,1.5,-0.0324,0.0371,0.0681,0,COMP_02115,Frontier Resources International,Hospitality,medium,peak
-0.1166,-0.0877,0.0394,0.4934,0.708,0.2591,0.1289,1.3844,1.9744,-0.0661,-0.0783,0.0251,1,COMP_04535,Paramount Group LLC,Software,micro,contraction
0.1323,0.1565,0.098,1.3361,0.9083,1.5931,1.2084,1.2684,1.5,0.0425,0.0181,0.1271,0,COMP_02532,Royal Dynamics Ltd,Automotive,medium,expansion
0.0256,0.1302,-0.0165,0.6873,0.9342,1.455,0.9927,1.542,2.4162,0.0345,0.0026,0.016,0,COMP_08526,Innovative Instruments Inc,Manufacturing,medium,expansion
0.1581,0.2984,0.0499,1.011,0.8692,1.6478,1.4841,0.9831,3.6973,0.0224,0.029,0.0518,0,COMP_03471,Legacy Pharma Co,Transportation,small,expansion
0.4044,0.287,0.1201,2.862,2.2876,1.9191,1.8525,0.419,8.4496,0.1,0.0764,0.2671,0,COMP_01403,Metro Tech Corp,Semiconductors,enterprise,peak
0.1076,0.2525,0.0129,1.9139,0.3,0.9053,0.7977,1.1884,1.5,0.0606,0.0083,0.0034,0,COMP_00853,Metro Capital SA,Transportation,micro,contraction
0.0616,0.2507,0.0517,0.5381,0.375,1.7332,1.1026,1.921,3.9699,0.0259,0.0573,0.0122,0,COMP_03083,Metro Management Co,REIT,small,expansion
0.0015,-0.15,0.1,1.2254,0.6235,0.8792,0.8473,1.8618,1.0135,0.0269,-0.0111,0.0247,1,COMP_08025,Peak Associates International,Entertainment,small,contraction
-0.2149,-0.0201,0.0568,0.602,0.3301,0.2989,0.5949,2.411,1.4666,-0.1308,-0.1178,-0.1804,1,COMP_07566,Pinnacle Capital Co,Media,large,peak
0.005,0.1149,0.0291,0.05,0.302,0.9556,0.294,4.9113,0.05,0.0143,0.0096,-0.09,1,COMP_05530,Strategic Management Holdings,Entertainment,small,contraction
0.065,-0.1473,0.0066,0.619,0.8487,0.5721,0.7253,8.0,1.3108,-0.0569,-0.0227,-0.1506,1,COMP_07855,Dynamic Labs Group,Financial Services,small,peak
-0.0473,0.099,-0.0047,0.1894,0.46,1.3177,0.5287,7.4076,1.6268,-0.0746,-0.0791,-0.0366,1,COMP_04933,Sigma Pharma LLC,Banking,small,expansion
-0.0602,-0.0916,-0.0286,0.7463,0.5398,1.4119,0.6737,4.5133,1.6363,-0.0992,-0.0357,-0.0848,1,COMP_05160,Sigma Corp Group,Real Estate,small,expansion
0.0635,0.0323,0.0138,0.35,0.8062,1.3211,0.6674,3.52,2.9329,-0.0267,-0.0053,0.096,0,COMP_09716,Horizon Devices SA,Financial Services,medium,contraction
0.1541,0.2986,0.087,1.2916,0.8333,1.6628,1.1362,0.6893,1.5,0.0358,0.0484,0.1944,0,COMP_03847,Crown Solutions Holdings,Manufacturing,medium,expansion
-0.0376,-0.0376,-0.0388,0.8987,0.6163,0.7407,0.3535,6.7153,1.145,-0.0218,-0.0058,-0.0762,1,COMP_06484,Nova Products SA,Utilities,micro,trough
0.0867,0.2109,-0.0252,2.2551,0.6127,1.7559,1.2262,0.8426,1.5,0.049,0.0295,0.1371,0,COMP_00748,Pioneer Materials Inc,Logistics,small,peak
0.1272,0.3971,0.0474,1.2473,1.3599,1.6503,1.4365,1.2616,5.9855,0.0449,0.0313,0.0323,0,COMP_03035,National Products Holdings,Renewable Energy,large,trough
0.2667,0.3142,0.0957,1.3457,1.6602,1.2431,1.4199,0.7918,6.8976,0.0573,0.0721,0.1296,0,COMP_00348,Pacific Brands Co,Healthcare,large,contraction
0.1431,0.344,0.0365,1.6244,2.1558,1.3945,1.3873,0.7614,3.0509,0.0692,0.035,0.0147,0,COMP_03352,Pioneer Pharma SA,Utilities,enterprise,expansion
0.1753,0.1426,0.0852,1.6932,0.7513,1.7827,1.5419,0.5087,3.7542,0.0957,0.0739,0.0699,0,COMP_02865,Advanced Energy Ltd,Manufacturing,medium,expansion
0.2426,0.1711,0.1143,2.5707,2.234,1.9767,0.9765,0.5358,4.9404,0.0891,0.0001,0.0835,0,COMP_02168,Freedom Devices PLC,Consumer Goods,enterprise,expansion
-0.0356,0.0366,-0.001,0.7221,0.8495,0.8395,0.3131,1.1111,0.7588,-0.0782,-0.0173,-0.1126,1,COMP_06955,Core Digital International,Software,micro,expansion
0.0493,-0.0062,-0.0106,0.554,0.6748,1.1227,0.9636,1.848,0.9367,-0.0682,0.0191,-0.0571,1,COMP_06210,Legacy Management Holdings,Consumer Goods,enterprise,expansion
0.1009,0.1947,0.1487,1.3645,0.3278,1.6843,0.8376,0.9017,5.0156,0.0998,0.0855,0.2166,0,COMP_02778,Precision Resources International,Pharmaceuticals,micro,expansion
0.1753,0.0694,0.0316,0.5009,0.9713,1.1469,0.7135,0.9391,1.5,-0.0024,0.0168,0.0665,0,COMP_01442,Nexus Materials Inc,Retail,medium,contraction
0.0112,-0.0959,-0.0327,0.6559,0.3281,0.8274,0.3368,7.031,1.3028,-0.0406,0.0031,-0.0996,1,COMP_05658,Strategic Resources International,Telecommunications,small,trough
-0.0495,0.1017,-0.0282,0.9052,0.6764,1.064,0.9978,2.2913,2.225,0.0421,0.0394,0.0336,1,COMP_09658,Horizon Management Inc,Oil & Gas,small,contraction
0.0665,0.1278,0.1172,1.3658,0.3021,1.9212,0.55,1.7971,2.9261,0.0317,-0.0219,0.1397,0,COMP_03028,Alpha Holdings Inc,Real Estate,small,expansion
0.0541,-0.0801,-0.0336,0.4272,0.4448,0.8679,0.174,3.8086,2.1728,-0.0371,-0.0327,-0.0057,1,COMP_06118,Elite Consulting International,Retail,medium,contraction
0.0776,0.2975,0.0732,1.4701,1.7164,0.81,1.2691,1.8542,1.5391,0.0196,0.0618,0.0247,0,COMP_02484,Sterling Dynamics LLC,Insurance,large,contraction
0.2843,0.1856,0.1437,2.4831,1.3223,1.7696,1.339,0.1127,5.3731,0.0824,0.0783,0.1489,0,COMP_02883,Crown Networks Inc,Healthcare,medium,expansion
-0.0852,-0.0414,0.0165,0.3816,0.7933,1.09,0.0923,2.1224,0.9438,-0.0282,0.0049,0.0938,1,COMP_05562,Sigma Management SA,Agriculture,medium,expansion
0.2085,0.2536,0.1211,1.9611,1.0331,1.6933,0.5788,0.7253,4.5037,0.0629,0.0402,0.1228,0,COMP_00764,Horizon Enterprises Co,Pharmaceuticals,small,trough
-0.0762,0.15,0.06,1.3751,0.3723,0.7859,0.455,1.1111,1.2863,-0.0697,-0.0511,-0.1604,1,COMP_06482,Metro Digital Holdings,Semiconductors,medium,expansion
0.0522,0.0707,0.0941,0.5,0.3382,0.945,0.7094,2.3469,3.1783,0.0583,0.0092,0.0662,0,COMP_01617,Pinnacle Power Group,Utilities,micro,peak
0.085,0.256,0.1268,0.5,1.5362,1.6521,1.0787,2.4623,3.9338,0.0598,0.0363,0.109,0,COMP_01223,Omega Labs Holdings,Financial Services,large,contraction
0.0497,-0.0725,0.0193,1.1704,0.9483,0.5658,0.2827,2.3264,2.1462,-0.0044,0.0055,0.0218,1,COMP_08665,Prime Industries Inc,Hospitality,small,contraction
-0.0665,0.15,-0.0201,0.9844,0.2668,0.6808,0.4529,9.8659,1.0093,-0.0085,-0.001,-0.034,1,COMP_06222,Sterling Components International,Financial Services,micro,trough
0.133,0.1638,0.0848,1.7516,0.8129,1.0239,1.4833,0.6237,1.5,0.072,0.0872,0.1355,0,COMP_01577,Metro Logistics International,Pharmaceuticals,small,expansion
-0.0686,0.0551,0.0971,1.6321,0.4677,2.1,0.5089,0.6594,1.5465,-0.12,0.066,0.0277,0,COMP_09392,Quantum Trade Corp,Biotechnology,small,peak
-0.0457,0.0434,0.0008,1.4,0.7267,0.7225,0.5794,4.0134,1.1374,-0.1364,-0.0044,-0.1109,1,COMP_06351,Pacific Digital Corp,Telecommunications,medium,peak
0.1649,0.1753,0.0076,2.2276,1.7445,1.525,1.2905,1.078,1.5,0.0716,0.0389,0.1012,0,COMP_03783,Titan Resources Ltd,Construction,large,peak
-0.0569,0.0453,0.0098,0.7412,0.6876,0.7558,0.4777,6.9211,1.515,-0.036,-0.0297,-0.1108,1,COMP_04375,Nova Development International,Utilities,micro,contraction
0.3688,0.1853,-0.0148,2.1467,0.3,0.945,1.0209,0.5499,1.5,0.0296,0.0092,0.0075,0,COMP_00709,Crown Management Co,Biotechnology,small,peak
0.1731,0.3416,0.1176,0.8719,2.1447,1.6206,1.3057,0.892,6.8505,0.0235,0.0302,0.041,0,COMP_00510,Nexus Holdings Inc,Automotive,enterprise,expansion
0.0629,0.1423,0.0406,0.5,2.3351,1.9067,1.6241,1.7383,5.4445,0.1254,0.0657,0.096,0,COMP_02955,Peak Tech SA,Financial Services,enterprise,expansion
-0.0144,0.0227,0.0075,0.8067,0.4331,0.7943,0.3276,2.6867,1.7943,-0.0275,-0.0197,-0.0364,1,COMP_07538,Nexus Tech LLC,Consumer Goods,small,contraction
-0.0494,0.15,-0.0159,0.6524,0.7879,1.2712,0.9175,1.2549,0.05,-0.0534,-0.0246,-0.0343,1,COMP_06339,Crown Consulting Group,Biotechnology,small,peak
0.0729,0.15,-0.0352,0.744,0.9647,1.4857,1.4854,2.963,0.8275,0.0127,-0.0189,-0.0052,1,COMP_08923,Dynamic Ventures LLC,Banking,small,expansion
0.0227,0.0435,0.0372,0.9821,0.5194,1.0103,1.0041,7.5498,1.3247,-0.0834,-0.0283,-0.2008,1,COMP_07064,Sterling Associates International,Insurance,medium,peak
0.12,-0.1106,0.036,0.2484,0.589,0.4244,0.2952,2.1358,1.8809,-0.0872,-0.0185,-0.1915,1,COMP_07163,Elite Commerce LLC,Entertainment,medium,peak
-0.1462,0.15,-0.0098,0.3604,0.5668,0.739,0.8755,2.9299,1.3171,-0.1085,0.0394,-0.1776,1,COMP_07372,Summit Networks Group,Hospitality,small,peak
0.0636,0.07,-0.0308,0.9969,0.3192,1.1165,0.4379,1.3756,1.6239,-0.0467,0.037,-0.2197,1,COMP_06829,Phoenix Components LLC,Biotechnology,small,expansion
0.0279,0.2627,-0.0029,0.5951,1.1285,1.1299,1.1855,1.4494,2.8009,0.015,0.0414,0.0771,0,COMP_03616,Omega Med Group,Real Estate,medium,trough
-0.0417,0.0147,0.0394,0.5303,0.7147,1.0841,0.1868,1.2303,1.324,-0.0818,-0.0875,-0.2645,1,COMP_04657,Metro Holdings Ltd,Semiconductors,micro,expansion
-0.0767,-0.1684,-0.022,0.8048,0.6371,0.2289,0.6128,9.2295,0.337,-0.0369,-0.0586,-0.0555,1,COMP_06976,Elite Works International,Banking,medium,contraction
0.0204,-0.1182,-0.0218,0.6701,0.3739,1.4983,0.9954,3.4241,1.3579,0.0093,-0.0884,0.1013,1,COMP_04351,Crown Instruments LLC,Automotive,small,peak
0.266,0.3634,0.0,1.243,0.4934,1.6412,0.6568,0.8277,1.5,0.0558,0.0254,0.0958,0,COMP_00712,Paramount Trade LLC,Retail,small,expansion
-0.0244,0.15,0.0277,1.0299,0.3494,0.6644,0.7093,4.4224,0.3207,-0.1579,-0.0254,0.0924,1,COMP_06479,Nexus Instruments Ltd,Mining,micro,peak
0.0744,0.0676,0.0138,1.3355,0.7097,0.931,0.2942,2.7087,2.3677,-0.0056,0.0089,0.0084,1,COMP_09130,Integrated Works Inc,Manufacturing,micro,trough
0.22,0.082,0.0991,1.3472,0.7584,1.9513,0.816,1.3567,1.0569,0.0039,0.0065,-0.1034,1,COMP_08205,National Labs Group,Mining,small,expansion
0.1641,0.2176,0.0992,1.35,0.9619,1.2554,0.7291,1.7681,3.5046,0.0351,0.0202,0.05,1,COMP_09204,Horizon Capital PLC,Media,small,trough
0.2195,0.3388,0.0451,0.8562,2.1819,1.8026,0.8522,1.0948,4.482,0.0153,0.0447,0.15,0,COMP_00713,Frontier Industries LLC,Automotive,enterprise,peak
0.123,0.1938,0.0361,0.8445,0.7103,0.5134,1.1384,3.52,1.2563,0.009,0.004,0.0439,0,COMP_09113,Legacy Group Ltd,Banking,large,contraction
