company_id,company_name,industry,company_size,economic_cycle,is_insolvent
COMP_03291,Heritage Capital Ltd,Technology,micro,trough,0
COMP_01177,Vanguard Dynamics International,Construction,small,peak,0
COMP_00552,Eagle Development Co,Healthcare,large,trough,0
COMP_00745,Prime Labs Group,Banking,small,expansion,0
COMP_07224,Heritage Power SA,Pharmaceuticals,small,trough,1
COMP_04555,Pacific Services Corp,Software,medium,trough,1
COMP_02860,Integrated Services Inc,Energy,enterprise,expansion,0
COMP_08821,Global Logistics LLC,Oil & Gas,medium,expansion,0
COMP_03460,Paramount Solutions Inc,Banking,large,trough,0
COMP_02725,Core Networks PLC,REIT,small,expansion,0
COMP_06848,Precision Capital Co,Biotechnology,enterprise,contraction,1
COMP_07616,Eagle Enterprises LLC,Hospitality,small,peak,1
COMP_07548,Precision Tech SA,Agriculture,medium,expansion,1
COMP_09175,Royal Corp Holdings,Construction,micro,peak,1
COMP_06394,Omega Solutions PLC,Renewable Energy,small,contraction,1
COMP_05359,Premier Instruments LLC,Healthcare,medium,expansion,1
COMP_09489,Elite Group Ltd,Real Estate,medium,trough,1
COMP_02969,Omega Holdings PLC,Mining,medium,peak,0
COMP_00694,Core Capital PLC,Transportation,small,trough,0
COMP_02534,Global Digital Inc,Consumer Goods,small,expansion,0
COMP_06400,Summit Materials International,E-Commerce,medium,expansion,1
COMP_00983,Nova Dynamics PLC,Real Estate,medium,expansion,0
COMP_05365,Crown Solutions Holdings,Automotive,small,expansion,1
COMP_00080,Advanced Brands Inc,Healthcare,medium,trough,0
COMP_04054,Phoenix Med Inc,Utilities,large,expansion,0
COMP_06259,United Manufacturing Ltd,Utilities,large,expansion,1
COMP_09577,Sigma Pharma Group,Renewable Energy,small,peak,1
COMP_09026,Horizon Bio Inc,Banking,medium,expansion,1
COMP_03108,Paramount Group Corp,Utilities,small,expansion,0
COMP_03602,Nexus Management Group,Financial Services,large,trough,0
COMP_06074,Crown Digital LLC,Semiconductors,small,contraction,1
COMP_08127,Vertex Group Group,Real Estate,micro,expansion,1
COMP_02143,Royal Dynamics SA,Transportation,medium,expansion,0
COMP_06311,Zenith Retail PLC,REIT,medium,trough,1
COMP_02269,Delta Products Holdings,Retail,small,trough,0
COMP_00446,Apex Works Group,Hospitality,medium,expansion,0
COMP_04884,Prime Med Corp,Logistics,medium,expansion,1
COMP_04467,Crown Power Inc,Construction,small,trough,1
COMP_09027,Elite Energy Ltd,Healthcare,large,expansion,0
COMP_06633,Apex Energy Holdings,Consumer Goods,medium,expansion,1
COMP_03317,Eagle Dynamics LLC,Healthcare,medium,trough,0
COMP_01702,Titan Group PLC,Renewable Energy,enterprise,trough,0
COMP_02527,Precision Bio LLC,Mining,medium,contraction,0
COMP_00069,Crown Management SA,Media,medium,expansion,0
COMP_01169,Sigma Works International,Technology,large,contraction,0
COMP_00049,Eagle Brands Ltd,Agriculture,medium,trough,0
COMP_01054,Dynamic Partners SA,Real Estate,large,expansion,0
COMP_04030,Vertex Retail Inc,Software,small,trough,0
COMP_00881,Omega Pharma Corp,Airlines,micro,peak,0
COMP_02652,Strategic Enterprises International,Retail,large,expansion,0
COMP_07760,Peak Brands International,Renewable Energy,micro,contraction,1
COMP_02440,Premier Networks LLC,Hospitality,medium,contraction,0
COMP_04925,Metro Development Corp,Financial Services,micro,expansion,1
COMP_01468,Elite Solutions Co,Biotechnology,medium,contraction,0
COMP_07293,Premier Components SA,Media,medium,contraction,1
COMP_05036,Horizon Bio Holdings,Retail,medium,expansion,1
COMP_02442,Premier Med Co,Telecommunications,large,peak,0
COMP_06555,Sterling Instruments SA,Banking,medium,trough,1
COMP_00231,Liberty Analytics Group,Mining,large,contraction,0
COMP_01321,Crown Systems Co,Technology,large,contraction,0
COMP_00042,Heritage Trade Co,Construction,large,peak,0
COMP_00778,Summit Networks PLC,Technology,small,expansion,0
COMP_08951,Omega Analytics SA,Biotechnology,micro,peak,0
COMP_08405,Alpha Services International,Energy,large,peak,0
COMP_01730,Pacific Components Ltd,Utilities,large,peak,0
COMP_03911,Nexus Group PLC,Insurance,medium,contraction,0
COMP_00580,Precision Resources SA,Banking,medium,contraction,0
COMP_09942,Sterling Bio Group,Mining,small,contraction,1
COMP_05840,Titan Instruments International,Entertainment,large,expansion,1
COMP_08272,Strategic Commerce Co,Hospitality,small,contraction,0
COMP_07276,Crown Works SA,Entertainment,small,peak,1
COMP_01492,Pioneer Development Corp,Retail,medium,trough,0
COMP_09110,Alpha Materials LLC,Insurance,medium,contraction,0
COMP_05611,Pinnacle Energy Inc,Banking,micro,expansion,1
COMP_00062,Zenith International SA,Technology,medium,expansion,0
COMP_05472,Vista Trade Group,Media,medium,trough,1
COMP_03906,Prime Corp Corp,Automotive,micro,contraction,0
COMP_06532,Strategic Resources Group,Transportation,large,contraction,1
COMP_00403,Omega Materials Co,Energy,small,contraction,0
COMP_00333,Freedom Systems International,Real Estate,micro,expansion,0
COMP_02085,Alpha Dynamics PLC,Hospitality,micro,trough,0
COMP_09558,Quantum Components Group,Entertainment,micro,contraction,0
COMP_00165,Alpha Consulting Corp,Pharmaceuticals,small,contraction,0
COMP_04380,Pinnacle Management Corp,E-Commerce,micro,expansion,1
COMP_02716,Vertex International International,Logistics,micro,expansion,0
COMP_08924,Crown Bio Group,Semiconductors,small,contraction,0
COMP_07347,Apex Instruments Group,Financial Services,medium,contraction,1
COMP_05454,Summit Power International,Biotechnology,medium,contraction,1
COMP_07047,Atlantic Associates Group,Oil & Gas,small,expansion,1
COMP_01335,Premier Digital Holdings,Retail,large,expansion,0
COMP_08699,Vertex Commerce Co,Agriculture,medium,contraction,0
COMP_01660,Alpha Networks Corp,Entertainment,medium,trough,0
COMP_03579,Pinnacle Networks Group,Software,medium,expansion,0
COMP_00754,Horizon Bio LLC,REIT,small,peak,0
COMP_06585,Prime Resources PLC,Automotive,large,contraction,1
COMP_00707,Summit Pharma SA,Real Estate,large,contraction,0
COMP_03015,Global Labs International,Real Estate,small,contraction,0
COMP_08559,Alpha Devices Inc,Logistics,medium,contraction,0
COMP_09876,Precision Dynamics Corp,Telecommunications,small,peak,0
COMP_09583,Phoenix Instruments Holdings,Consumer Goods,small,contraction,1
COMP_08929,United Energy Co,Retail,enterprise,trough,1
COMP_09557,Nexus Consulting SA,Mining,small,expansion,1
COMP_08984,Vertex Products PLC,Hospitality,small,contraction,0
COMP_01835,Titan Dynamics Ltd,Biotechnology,medium,trough,0
COMP_02997,Strategic International Co,Media,small,contraction,0
COMP_05428,Pinnacle Bio Ltd,Retail,large,trough,1
COMP_03880,Freedom Instruments Ltd,Consumer Goods,large,contraction,0
COMP_07157,Precision Works Group,Transportation,large,trough,1
COMP_05082,Pioneer Capital Co,Software,micro,expansion,1
COMP_09115,Strategic Systems Corp,Retail,medium,trough,0
COMP_07245,Alpha Solutions Holdings,Manufacturing,small,expansion,1
COMP_05401,Advanced Solutions Holdings,Oil & Gas,medium,contraction,1
COMP_05396,Nexus Group Group,Logistics,medium,contraction,1
COMP_09428,Sigma Logistics International,Retail,micro,contraction,1
COMP_02247,Pinnacle Products SA,Pharmaceuticals,large,expansion,0
COMP_00836,Nexus Devices Co,Construction,small,peak,0
COMP_08395,Alpha Analytics Corp,Banking,large,expansion,1
COMP_09043,Peak Works International,Semiconductors,medium,trough,0
COMP_00433,Royal Materials International,Hospitality,medium,contraction,0
COMP_03379,Strategic Services Corp,Banking,large,contraction,0
COMP_06818,Phoenix Instruments Holdings,Hospitality,large,expansion,1
COMP_08132,Vertex Dynamics Ltd,Banking,small,expansion,0
COMP_09622,Dynamic Trade Inc,Pharmaceuticals,small,contraction,1
COMP_06067,Sigma Energy Group,Oil & Gas,large,contraction,1
COMP_01194,Summit Networks Corp,Entertainment,large,contraction,0
COMP_06935,Precision Products Holdings,Entertainment,small,contraction,1
COMP_05462,Omega Capital Group,Semiconductors,small,contraction,1
COMP_03072,Quantum Instruments Ltd,Software,micro,peak,0
COMP_03045,National Labs Group,Telecommunications,medium,contraction,0
COMP_03264,Dynamic Logistics International,Real Estate,small,contraction,0
COMP_02730,Nexus Resources SA,Consumer Goods,large,expansion,0
COMP_03434,Horizon Tech Corp,Real Estate,small,trough,0
COMP_00434,National Brands LLC,Airlines,large,contraction,0
COMP_03273,Royal Works Co,Utilities,medium,contraction,0
COMP_07002,Nova Materials SA,Renewable Energy,small,contraction,1
COMP_09727,Titan Bio Corp,Transportation,small,expansion,1
COMP_00105,Global Trade LLC,Software,medium,expansion,0
COMP_03316,Delta Med Group,Retail,small,contraction,0
COMP_01657,Frontier Capital LLC,Software,small,expansion,0
COMP_01534,Nova International Ltd,E-Commerce,medium,trough,0
COMP_04681,Precision Retail LLC,Automotive,medium,peak,1
COMP_08814,Crown Trade Corp,Semiconductors,medium,trough,1
COMP_09003,Royal Works LLC,Utilities,medium,contraction,0
COMP_06623,Legacy Dynamics International,Oil & Gas,large,expansion,1
COMP_01444,Legacy Dynamics Co,Hospitality,micro,contraction,0
COMP_00215,Sterling Digital International,Energy,medium,trough,0
COMP_05357,Quantum Ventures Ltd,Semiconductors,large,contraction,1
COMP_09219,Crown Services Holdings,Mining,small,expansion,1
COMP_06323,Omega Analytics PLC,REIT,small,expansion,1
COMP_04990,Integrated Labs Ltd,Biotechnology,medium,expansion,1
COMP_01420,Global Corp Corp,Technology,small,contraction,0
COMP_09517,Integrated Brands Ltd,Oil & Gas,small,contraction,1
COMP_08607,Frontier Instruments International,Airlines,large,expansion,0
COMP_00182,Royal Digital Inc,Financial Services,small,contraction,0
COMP_04353,Delta Capital Corp,REIT,small,expansion,1
COMP_08701,Elite Bio Ltd,Automotive,medium,trough,0
COMP_02447,Sterling Enterprises Group,Agriculture,small,expansion,0
COMP_05322,Dynamic Power Holdings,REIT,small,expansion,1
COMP_08046,Nova Retail SA,Biotechnology,medium,peak,1
COMP_05685,Innovative Consulting Corp,Retail,large,contraction,1
COMP_03533,Innovative Holdings Corp,Real Estate,large,trough,0
COMP_08245,American Digital PLC,Oil & Gas,small,contraction,1
COMP_07977,Atlantic Capital Co,Biotechnology,medium,peak,1
COMP_03699,Strategic International LLC,Mining,medium,peak,0
COMP_00071,Heritage Associates Corp,Logistics,small,contraction,0
COMP_00545,Summit Corp Co,Retail,enterprise,peak,0
COMP_01205,Pinnacle Logistics Co,Energy,medium,trough,0
COMP_03079,Crown Logistics Inc,Airlines,small,trough,0
COMP_09107,Nexus Commerce International,Real Estate,medium,expansion,1
COMP_09121,Core Associates Group,Semiconductors,large,peak,1
COMP_09681,Apex Dynamics Co,Mining,large,peak,1
COMP_06181,United Brands Ltd,Utilities,small,expansion,1
COMP_08330,Nexus Associates LLC,Semiconductors,large,contraction,1
COMP_04285,Paramount Tech Inc,Media,large,expansion,1
COMP_04008,Pacific Products Group,Consumer Goods,medium,trough,0
COMP_08714,Pioneer Corp Group,Agriculture,small,peak,1
COMP_00878,Zenith Tech SA,Software,small,trough,0
COMP_08061,Precision Devices SA,Healthcare,medium,contraction,1
COMP_00197,Nexus Logistics SA,Renewable Energy,enterprise,trough,0
COMP_09747,Vista Services Ltd,Logistics,medium,contraction,0
COMP_04011,Delta Logistics Holdings,Pharmaceuticals,medium,trough,0
COMP_09963,Quantum Holdings Corp,Banking,small,trough,1
COMP_02572,Sterling Trade Ltd,Financial Services,medium,peak,0
COMP_03754,National Works International,Financial Services,medium,expansion,0
COMP_09248,Advanced Enterprises Holdings,Hospitality,large,contraction,1
COMP_08629,Strategic Logistics Corp,Renewable Energy,small,peak,0
COMP_09369,Atlantic Trade SA,Entertainment,small,contraction,1
COMP_06160,Legacy Group Holdings,Automotive,micro,expansion,1
COMP_04792,Horizon Trade Inc,Healthcare,enterprise,contraction,1
COMP_05338,Sigma Solutions Co,Hospitality,large,expansion,1
COMP_03025,Royal Brands Corp,Pharmaceuticals,small,peak,0
COMP_02719,Innovative Enterprises LLC,Manufacturing,medium,peak,0
COMP_08656,United Enterprises Group,Biotechnology,small,peak,0
COMP_06917,United Corp Inc,Insurance,medium,peak,1
COMP_03985,Freedom Systems PLC,REIT,medium,peak,0
COMP_07309,Alpha Resources Co,REIT,micro,contraction,1
COMP_05954,Vista Corp Inc,Manufacturing,medium,expansion,1
COMP_03845,Vista Partners LLC,Renewable Energy,enterprise,expansion,0
COMP_02683,Sterling Med Inc,Utilities,micro,trough,0
COMP_04025,Pinnacle Materials LLC,Mining,small,trough,0
COMP_08716,Elite Holdings Co,E-Commerce,medium,expansion,0
COMP_03140,Summit Instruments Co,Airlines,medium,expansion,0
COMP_04238,Pioneer Ventures International,Entertainment,small,contraction,1
COMP_00219,American Retail LLC,Utilities,small,contraction,0
COMP_06619,Horizon Commerce Co,Financial Services,large,expansion,1
COMP_09607,Vertex Development LLC,Media,large,trough,1
COMP_05269,Summit International LLC,Pharmaceuticals,large,contraction,1
COMP_02544,American Logistics International,Agriculture,medium,expansion,0
COMP_02871,Liberty Management LLC,Insurance,medium,expansion,0
COMP_01245,Frontier Ventures Inc,E-Commerce,medium,expansion,0
COMP_00421,American Enterprises SA,Energy,enterprise,trough,0
COMP_06228,Omega Corp Corp,REIT,medium,trough,1
COMP_02059,Sterling Tech Inc,Mining,medium,contraction,0
COMP_08494,Crown Instruments Group,Entertainment,small,expansion,1
COMP_06435,Eagle Materials Corp,Financial Services,medium,contraction,1
COMP_03423,American Manufacturing International,Transportation,large,peak,0
COMP_04511,Vanguard International International,Transportation,medium,contraction,1
COMP_01167,Paramount Systems Group,Biotechnology,medium,expansion,0
COMP_00255,Summit Power Group,Mining,small,contraction,0
COMP_00416,Titan Bio SA,Renewable Energy,medium,contraction,0
COMP_09176,Pacific Trade LLC,Agriculture,large,peak,0
COMP_03470,Horizon Services SA,Entertainment,medium,trough,0
COMP_03051,United Materials PLC,E-Commerce,medium,contraction,0
COMP_00760,Sigma Brands International,E-Commerce,large,expansion,0
COMP_01386,American Products Inc,Mining,large,expansion,0
COMP_00655,Innovative Solutions Group,Banking,medium,expansion,0
COMP_01202,Vertex Retail PLC,Retail,small,contraction,0
COMP_02414,Integrated Materials Inc,REIT,enterprise,expansion,0
COMP_05580,Legacy Energy International,Biotechnology,micro,contraction,1
COMP_05994,Horizon Digital Holdings,Healthcare,small,expansion,1
COMP_05295,Innovative Group Corp,E-Commerce,medium,peak,1
COMP_03056,Zenith Tech Co,Utilities,large,trough,0
COMP_02831,Advanced Logistics SA,Media,medium,contraction,0
COMP_02971,National Development Ltd,Biotechnology,small,contraction,0
COMP_00329,Precision Med Group,Oil & Gas,small,contraction,0
COMP_04271,Vanguard Manufacturing Holdings,E-Commerce,small,peak,1
COMP_05995,Sterling Holdings SA,Airlines,medium,contraction,1
COMP_04393,Elite Power PLC,Entertainment,small,peak,1
COMP_02064,Frontier Capital Inc,Agriculture,medium,peak,0
COMP_08302,Heritage Med SA,Utilities,small,trough,0
COMP_09014,Vista Materials Corp,Hospitality,medium,expansion,0
COMP_09330,Prime Bio Group,Automotive,medium,contraction,0
COMP_05170,Nova Tech SA,E-Commerce,large,trough,1
COMP_04430,Vertex Holdings Holdings,Telecommunications,small,expansion,1
COMP_01282,Global Pharma SA,Banking,micro,expansion,0
COMP_03382,Core Partners Group,Healthcare,medium,contraction,0
COMP_02637,Atlantic Holdings Co,Manufacturing,small,contraction,0
COMP_03329,American Labs Corp,Utilities,micro,trough,0
COMP_06437,Sigma Labs Ltd,Agriculture,small,contraction,1
COMP_05019,Peak Systems PLC,Banking,micro,peak,1
COMP_07325,Nova Devices PLC,Logistics,medium,expansion,1
COMP_03796,Strategic Ventures PLC,Renewable Energy,enterprise,contraction,0
COMP_02664,Apex International Corp,Financial Services,enterprise,contraction,0
COMP_08283,Summit Pharma International,Insurance,enterprise,peak,0
COMP_01283,Strategic Instruments Inc,Media,large,peak,0
COMP_04149,Metro Corp LLC,Renewable Energy,large,expansion,0
COMP_01363,Innovative Tech Corp,Healthcare,micro,expansion,0
COMP_01438,Metro Development Holdings,Insurance,small,expansion,0
COMP_09629,Dynamic Bio Co,Entertainment,medium,peak,0
COMP_03442,Dynamic Partners Inc,Mining,large,contraction,0
COMP_00057,Titan Corp International,REIT,large,expansion,0
COMP_04598,Integrated Partners Ltd,Construction,micro,contraction,1
COMP_08480,Delta Manufacturing Inc,Utilities,enterprise,contraction,1
COMP_05366,Advanced Bio Inc,Oil & Gas,micro,trough,1
COMP_01845,Premier Tech Co,Energy,micro,contraction,0
COMP_05516,Vanguard Solutions Group,Consumer Goods,medium,contraction,1
COMP_08574,Frontier Products Inc,Logistics,micro,contraction,1
COMP_06264,Nova Dynamics Co,Airlines,small,contraction,1
COMP_02881,Integrated Labs Corp,Hospitality,enterprise,expansion,0
COMP_01744,Nova Retail Inc,Renewable Energy,small,peak,0
COMP_08399,Horizon Associates International,Financial Services,medium,trough,0
COMP_04170,Crown Pharma Corp,Agriculture,micro,contraction,0
COMP_05198,Pioneer Bio Holdings,Utilities,micro,expansion,1
COMP_08994,American International Inc,Software,medium,peak,0
COMP_00741,Sigma Works Corp,Semiconductors,micro,expansion,0
COMP_09067,Liberty Med International,Agriculture,small,expansion,1
COMP_01625,Integrated Commerce Corp,Biotechnology,large,contraction,0
COMP_00525,Phoenix Components Co,Pharmaceuticals,micro,expansion,0
COMP_08000,Summit Power Ltd,Transportation,medium,expansion,1
COMP_04420,Vista Group SA,Automotive,medium,trough,1
COMP_05427,Nexus Services Corp,Technology,micro,expansion,1
COMP_06690,Pacific Capital Co,Oil & Gas,medium,peak,1
COMP_07383,Vista Networks International,Biotechnology,medium,trough,1
COMP_00436,Frontier Tech Ltd,Consumer Goods,large,trough,0
COMP_02961,Metro Dynamics PLC,Renewable Energy,micro,trough,0
COMP_00309,Strategic Solutions Inc,Manufacturing,small,expansion,0
COMP_01566,Premier Trade LLC,Consumer Goods,micro,expansion,0
COMP_02632,American Tech Ltd,Energy,large,contraction,0
COMP_05598,Alpha Capital Ltd,Biotechnology,micro,peak,1
COMP_09478,Vanguard Systems LLC,Renewable Energy,small,expansion,0
COMP_00402,Integrated Dynamics Co,Entertainment,small,contraction,0
COMP_03827,Integrated Logistics Corp,Media,large,contraction,0
COMP_00882,Crown Components Group,Agriculture,micro,expansion,0
COMP_03998,Sigma Industries Co,Construction,medium,expansion,0
COMP_07119,Summit Analytics SA,Retail,large,contraction,1
COMP_03266,Quantum Brands SA,Media,large,expansion,0
COMP_08407,Phoenix Industries Corp,REIT,medium,trough,0
COMP_05010,Pioneer Retail Inc,Biotechnology,small,peak,1
COMP_05737,Zenith Digital PLC,Energy,medium,trough,1
COMP_05555,Peak Systems Ltd,Mining,enterprise,expansion,1
COMP_00289,Heritage Management LLC,Media,enterprise,peak,0
COMP_05565,Pioneer Resources Co,Technology,small,peak,1
COMP_08325,Core Partners Group,E-Commerce,micro,expansion,0
COMP_02624,Omega Services International,Retail,micro,expansion,0
COMP_08860,Vanguard Associates Corp,Banking,small,contraction,0
COMP_00477,Liberty Analytics SA,Agriculture,enterprise,contraction,0
COMP_08592,Phoenix Systems Holdings,Semiconductors,medium,trough,1
COMP_09714,Atlantic Holdings Group,Technology,micro,peak,0
COMP_06523,Frontier Industries International,Entertainment,medium,expansion,1
COMP_03112,United Digital Ltd,Retail,medium,contraction,0
COMP_09471,Paramount Bio Corp,Consumer Goods,large,contraction,1
COMP_00738,Advanced Power LLC,Semiconductors,small,trough,0
COMP_03134,Delta Logistics Ltd,Energy,micro,expansion,0
COMP_08048,Global Services International,Pharmaceuticals,medium,contraction,0
COMP_06552,Legacy Services International,Technology,small,expansion,1
COMP_05408,Strategic Med Co,Hospitality,small,trough,1
COMP_05564,Nexus Materials Ltd,Agriculture,enterprise,trough,1
COMP_05329,Zenith Power Co,Technology,medium,expansion,1
COMP_06719,Heritage Tech SA,Utilities,small,contraction,1
COMP_05119,Titan Med SA,Banking,medium,peak,1
COMP_04620,Prime Enterprises Group,Real Estate,micro,expansion,1
COMP_03690,Omega Instruments Co,Logistics,small,trough,0
COMP_07717,Liberty Labs PLC,Telecommunications,micro,trough,1
COMP_01840,Innovative Energy Holdings,Real Estate,small,expansion,0
COMP_01996,Summit Dynamics LLC,Semiconductors,medium,peak,0
COMP_02400,Metro Resources Corp,Entertainment,small,expansion,0
COMP_06511,Freedom Holdings Corp,Real Estate,enterprise,contraction,1
COMP_09357,Heritage Systems Group,Pharmaceuticals,enterprise,contraction,0
COMP_04120,Alpha Products SA,Transportation,large,contraction,0
COMP_05895,Pinnacle Pharma Ltd,REIT,large,contraction,1
COMP_00801,Horizon Networks Corp,Oil & Gas,large,expansion,0
COMP_08424,Integrated Brands LLC,Technology,enterprise,expansion,1
COMP_07681,Freedom Partners SA,Healthcare,medium,peak,1
COMP_01406,Crown Devices Co,Retail,enterprise,expansion,0
COMP_05432,Global Med LLC,Renewable Energy,large,contraction,1
COMP_00070,Pinnacle Systems Ltd,Media,micro,expansion,0
COMP_09544,Innovative Trade Ltd,Mining,medium,peak,1
COMP_02760,Sterling Tech PLC,Real Estate,medium,peak,0
COMP_08295,Global Industries Group,Airlines,medium,expansion,1
COMP_01587,Peak Devices International,Construction,micro,trough,0
COMP_06667,Quantum Devices International,Semiconductors,large,peak,1
COMP_08015,Global Power Holdings,Utilities,medium,contraction,1
COMP_01075,Metro Holdings Group,Transportation,enterprise,contraction,0
COMP_03064,Horizon Power Inc,Banking,medium,trough,0
COMP_06488,Royal Devices LLC,Agriculture,small,contraction,1
COMP_04706,Legacy Networks Inc,Retail,micro,expansion,1
COMP_09070,Apex Devices PLC,Airlines,enterprise,trough,0
COMP_02604,Apex Manufacturing Inc,Pharmaceuticals,small,contraction,0
COMP_07739,United Associates Ltd,Real Estate,large,expansion,1
COMP_01580,Liberty Dynamics PLC,REIT,small,expansion,0
COMP_05059,Quantum Development Group,REIT,small,contraction,1
COMP_05754,Premier Capital Inc,Telecommunications,large,expansion,1
COMP_03549,Sterling Logistics International,Agriculture,medium,expansion,0
COMP_00410,Prime Ventures Corp,Insurance,large,trough,0
COMP_04098,Metro Pharma PLC,Real Estate,large,expansion,0
COMP_06462,Vanguard Med Holdings,REIT,large,trough,1
COMP_05602,Pinnacle Materials Inc,Automotive,large,peak,1
COMP_05232,Sterling International Ltd,Construction,small,trough,1
COMP_03778,Integrated Labs Group,Financial Services,medium,contraction,0
COMP_02727,Sigma Systems Co,Automotive,micro,peak,0
COMP_00478,Atlantic Corp Group,Biotechnology,small,contraction,0
COMP_01330,Vanguard Corp Corp,Agriculture,medium,contraction,0
COMP_04036,Prime Group International,Entertainment,small,expansion,0
COMP_09643,Advanced Capital Corp,REIT,micro,trough,1
COMP_01778,Delta Logistics Co,REIT,small,peak,0
COMP_06097,Peak Devices Holdings,Financial Services,medium,trough,1
COMP_00752,Eagle Products Inc,Construction,medium,expansion,0
COMP_05793,Frontier Devices Corp,Consumer Goods,micro,contraction,1
COMP_04061,Royal Trade PLC,Retail,micro,trough,0
COMP_09042,Metro Materials Group,Agriculture,micro,trough,1
COMP_06031,Precision Bio LLC,Transportation,medium,trough,1
COMP_05899,Pacific Works LLC,Energy,medium,expansion,1
COMP_09339,Global Logistics International,Pharmaceuticals,medium,contraction,1
COMP_09161,Elite Brands International,Manufacturing,micro,expansion,0
COMP_09997,Peak Management Inc,Hospitality,large,expansion,1
COMP_05152,Integrated Analytics Corp,Manufacturing,large,contraction,1
COMP_00469,Nova Enterprises Co,REIT,medium,trough,0
COMP_01546,Elite Manufacturing Ltd,Retail,medium,expansion,0
COMP_06312,Pioneer Trade International,E-Commerce,medium,expansion,1
COMP_02684,Elite Ventures Group,Construction,small,expansion,0
COMP_08967,Omega Services Ltd,Logistics,small,trough,1
COMP_06182,Quantum Services LLC,Pharmaceuticals,medium,peak,1
COMP_01026,National Corp PLC,Manufacturing,medium,trough,0
COMP_05113,American Development Corp,Healthcare,large,expansion,1
COMP_08563,Vista Med International,Renewable Energy,medium,contraction,1
COMP_05369,Quantum International SA,Semiconductors,micro,expansion,1
COMP_02355,American Trade Group,Insurance,small,trough,0
COMP_07279,Sterling Commerce Holdings,Technology,medium,expansion,1
COMP_03603,Heritage Power Group,Consumer Goods,large,contraction,0
COMP_00774,Precision Systems Group,Technology,medium,contraction,0
COMP_06774,Nexus Group International,Renewable Energy,medium,contraction,1
COMP_08810,Legacy International Holdings,Financial Services,micro,peak,0
COMP_03383,Premier Systems Inc,Automotive,large,expansion,0
COMP_00642,Prime Retail Co,Biotechnology,micro,expansion,0
COMP_04234,Integrated Capital Holdings,Airlines,large,peak,1
COMP_03816,Phoenix Manufacturing SA,Energy,small,peak,0
COMP_04105,Paramount Med Group,Technology,medium,contraction,0
COMP_09926,United Solutions Co,Retail,micro,expansion,1
COMP_01109,Core Group Corp,Airlines,small,contraction,0
COMP_03528,American Products Corp,Pharmaceuticals,small,contraction,0
COMP_03496,Atlantic Instruments Inc,Healthcare,small,contraction,0
COMP_01421,Titan Trade Holdings,Energy,large,contraction,0
COMP_06924,Metro Associates PLC,Mining,medium,trough,1
COMP_03882,Titan Management International,Agriculture,medium,expansion,0
COMP_08354,Atlantic Ventures LLC,Hospitality,large,expansion,0
COMP_06246,Innovative Components Inc,Media,medium,peak,1
COMP_04939,Phoenix Management Holdings,Construction,large,trough,1
COMP_06799,Pioneer Partners SA,Banking,small,trough,1
COMP_07813,Freedom Power Corp,Airlines,large,peak,1
COMP_01681,Premier Consulting Ltd,Insurance,medium,trough,0
COMP_06716,Pinnacle Tech SA,Energy,large,trough,1
COMP_00634,Zenith Labs Corp,Transportation,medium,contraction,0
COMP_02570,Sigma Labs Ltd,Entertainment,large,contraction,0
COMP_07360,Pioneer Management Group,Technology,medium,trough,1
COMP_02167,Quantum Dynamics SA,Manufacturing,small,expansion,0
COMP_08170,Core Logistics Ltd,Energy,large,contraction,1
COMP_08846,Integrated Associates Holdings,Semiconductors,medium,trough,0
COMP_02826,Premier International Inc,Automotive,micro,contraction,0
COMP_04088,Pioneer Capital Holdings,Healthcare,medium,expansion,0
COMP_06244,Vista Consulting Group,Consumer Goods,small,contraction,1
COMP_08365,Strategic Retail PLC,Entertainment,micro,expansion,1
COMP_03942,Delta Devices Corp,REIT,micro,expansion,0
COMP_09180,Frontier Group International,Healthcare,large,peak,0
COMP_08076,Frontier Bio Holdings,Real Estate,medium,trough,0
COMP_09196,Summit Networks PLC,Energy,large,expansion,1
COMP_04129,Pinnacle Analytics International,Entertainment,medium,expansion,0
COMP_01173,Atlantic Digital LLC,Utilities,large,trough,0
COMP_08669,Vanguard Trade LLC,Entertainment,medium,expansion,1
COMP_04223,Strategic Corp International,Hospitality,medium,trough,1
COMP_04835,Atlantic Networks SA,Hospitality,large,expansion,1
COMP_02577,Global Ventures Co,Renewable Energy,enterprise,contraction,0
COMP_01990,Crown Management Co,Construction,micro,expansion,0
COMP_06974,Nova Analytics Corp,Biotechnology,medium,expansion,1
COMP_05837,Heritage Systems Holdings,Software,enterprise,contraction,1
COMP_04533,Metro Networks SA,Consumer Goods,large,expansion,1
COMP_03210,Core Devices Holdings,Media,micro,contraction,0
COMP_03856,Strategic Solutions LLC,Airlines,medium,peak,0
COMP_02629,National Management International,Energy,small,contraction,0
COMP_07804,Zenith Solutions Co,Real Estate,medium,expansion,1
COMP_01411,Atlantic Instruments Corp,Transportation,large,peak,0
COMP_08258,Vista International Co,Semiconductors,small,expansion,0
COMP_07387,Delta Trade Ltd,Mining,micro,expansion,1
COMP_04304,Vanguard Tech SA,Entertainment,small,expansion,1
COMP_06751,Zenith Energy Co,Logistics,micro,contraction,1
COMP_06556,Pioneer Analytics Co,Construction,small,contraction,1
COMP_00816,Pinnacle Digital Holdings,Oil & Gas,enterprise,peak,0
COMP_02405,Summit Materials Ltd,Agriculture,large,peak,0
COMP_05398,Innovative Tech Group,Automotive,medium,contraction,1
